Pokedex Number,Pokemon,Link,HP,Attack,Defense,Speed,Special Attack,Special Defense,Stat Total
25,Pikachu,https://bulbapedia.bulbagarden.net/wiki/Pikachu_(Pok%C3%A9mon),35,55,40,90,50,50,320
26,Raichu,https://bulbapedia.bulbagarden.net/wiki/Raichu_(Pok%C3%A9mon),60,90,55,110,90,80,485
27,Sandshrew,https://bulbapedia.bulbagarden.net/wiki/Sandshrew_(Pok%C3%A9mon),50,75,85,40,20,30,300
28,Sandslash,https://bulbapedia.bulbagarden.net/wiki/Sandslash_(Pok%C3%A9mon),75,100,110,65,45,55,450
29,Nidoran♀,https://bulbapedia.bulbagarden.net/wiki/Nidoran%E2%99%80_(Pok%C3%A9mon),55,47,52,41,40,40,275
30,Nidorina,https://bulbapedia.bulbagarden.net/wiki/Nidorina_(Pok%C3%A9mon),70,62,67,56,55,55,365
31,Nidoqueen,https://bulbapedia.bulbagarden.net/wiki/Nidoqueen_(Pok%C3%A9mon),90,92,87,76,75,85,505
32,Nidoran♂,https://bulbapedia.bulbagarden.net/wiki/Nidoran%E2%99%82_(Pok%C3%A9mon),46,57,40,50,40,40,273
33,Nidorino,https://bulbapedia.bulbagarden.net/wiki/Nidorino_(Pok%C3%A9mon),61,72,57,65,55,55,365
34,Nidoking,https://bulbapedia.bulbagarden.net/wiki/Nidoking_(Pok%C3%A9mon),81,102,77,85,85,75,505
35,Clefairy,https://bulbapedia.bulbagarden.net/wiki/Clefairy_(Pok%C3%A9mon),70,45,48,35,60,65,323
36,Clefable,https://bulbapedia.bulbagarden.net/wiki/Clefable_(Pok%C3%A9mon),95,70,73,60,95,90,483
37,Vulpix,https://bulbapedia.bulbagarden.net/wiki/Vulpix_(Pok%C3%A9mon),38,41,40,65,50,65,299
38,Ninetales,https://bulbapedia.bulbagarden.net/wiki/Ninetales_(Pok%C3%A9mon),73,76,75,100,81,100,505
39,Jigglypuff,https://bulbapedia.bulbagarden.net/wiki/Jigglypuff_(Pok%C3%A9mon),115,45,20,20,45,25,270
40,Wigglytuff,https://bulbapedia.bulbagarden.net/wiki/Wigglytuff_(Pok%C3%A9mon),140,70,45,45,85,50,435
41,Zubat,https://bulbapedia.bulbagarden.net/wiki/Zubat_(Pok%C3%A9mon),40,45,35,55,30,40,245
42,Golbat,https://bulbapedia.bulbagarden.net/wiki/Golbat_(Pok%C3%A9mon),75,80,70,90,65,75,455
43,Oddish,https://bulbapedia.bulbagarden.net/wiki/Oddish_(Pok%C3%A9mon),45,50,55,30,75,65,320
44,Gloom,https://bulbapedia.bulbagarden.net/wiki/Gloom_(Pok%C3%A9mon),60,65,70,40,85,75,395
45,Vileplume,https://bulbapedia.bulbagarden.net/wiki/Vileplume_(Pok%C3%A9mon),75,80,85,50,110,90,490
46,Paras,https://bulbapedia.bulbagarden.net/wiki/Paras_(Pok%C3%A9mon),35,70,55,25,45,55,285
47,Parasect,https://bulbapedia.bulbagarden.net/wiki/Parasect_(Pok%C3%A9mon),60,95,80,30,60,80,405
48,Venonat,https://bulbapedia.bulbagarden.net/wiki/Venonat_(Pok%C3%A9mon),60,55,50,45,40,55,305
49,Venomoth,https://bulbapedia.bulbagarden.net/wiki/Venomoth_(Pok%C3%A9mon),70,65,60,90,90,75,450
50,Diglett,https://bulbapedia.bulbagarden.net/wiki/Diglett_(Pok%C3%A9mon),10,55,25,95,35,45,265
51,Dugtrio,https://bulbapedia.bulbagarden.net/wiki/Dugtrio_(Pok%C3%A9mon),35,100,50,120,50,70,425
52,Meowth,https://bulbapedia.bulbagarden.net/wiki/Meowth_(Pok%C3%A9mon),40,45,35,90,40,40,290
53,Persian,https://bulbapedia.bulbagarden.net/wiki/Persian_(Pok%C3%A9mon),65,70,60,115,65,65,440
54,Psyduck,https://bulbapedia.bulbagarden.net/wiki/Psyduck_(Pok%C3%A9mon),50,52,48,55,65,50,320
55,Golduck,https://bulbapedia.bulbagarden.net/wiki/Golduck_(Pok%C3%A9mon),80,82,78,85,95,80,500
56,Mankey,https://bulbapedia.bulbagarden.net/wiki/Mankey_(Pok%C3%A9mon),40,80,35,70,35,45,305
57,Primeape,https://bulbapedia.bulbagarden.net/wiki/Primeape_(Pok%C3%A9mon),65,105,60,95,60,70,455
58,Growlithe,https://bulbapedia.bulbagarden.net/wiki/Growlithe_(Pok%C3%A9mon),55,70,45,60,70,50,350
59,Arcanine,https://bulbapedia.bulbagarden.net/wiki/Arcanine_(Pok%C3%A9mon),90,110,80,95,100,80,555
60,Poliwag,https://bulbapedia.bulbagarden.net/wiki/Poliwag_(Pok%C3%A9mon),40,50,40,90,40,40,300
61,Poliwhirl,https://bulbapedia.bulbagarden.net/wiki/Poliwhirl_(Pok%C3%A9mon),65,65,65,90,50,50,385
62,Poliwrath,https://bulbapedia.bulbagarden.net/wiki/Poliwrath_(Pok%C3%A9mon),90,95,95,70,70,90,510
63,Abra,https://bulbapedia.bulbagarden.net/wiki/Abra_(Pok%C3%A9mon),25,20,15,90,105,55,310
64,Kadabra,https://bulbapedia.bulbagarden.net/wiki/Kadabra_(Pok%C3%A9mon),40,35,30,105,120,70,400
65,Alakazam,https://bulbapedia.bulbagarden.net/wiki/Alakazam_(Pok%C3%A9mon),55,50,45,120,135,95,500
66,Machop,https://bulbapedia.bulbagarden.net/wiki/Machop_(Pok%C3%A9mon),70,80,50,35,35,35,305
67,Machoke,https://bulbapedia.bulbagarden.net/wiki/Machoke_(Pok%C3%A9mon),80,100,70,45,50,60,405
68,Machamp,https://bulbapedia.bulbagarden.net/wiki/Machamp_(Pok%C3%A9mon),90,130,80,55,65,85,505
69,Bellsprout,https://bulbapedia.bulbagarden.net/wiki/Bellsprout_(Pok%C3%A9mon),50,75,35,40,70,30,300
70,Weepinbell,https://bulbapedia.bulbagarden.net/wiki/Weepinbell_(Pok%C3%A9mon),65,90,50,55,85,45,390
71,Victreebel,https://bulbapedia.bulbagarden.net/wiki/Victreebel_(Pok%C3%A9mon),80,105,65,70,100,70,490
72,Tentacool,https://bulbapedia.bulbagarden.net/wiki/Tentacool_(Pok%C3%A9mon),40,40,35,70,50,100,335
73,Tentacruel,https://bulbapedia.bulbagarden.net/wiki/Tentacruel_(Pok%C3%A9mon),80,70,65,100,80,120,515
74,Geodude,https://bulbapedia.bulbagarden.net/wiki/Geodude_(Pok%C3%A9mon),40,80,100,20,30,30,300
75,Graveler,https://bulbapedia.bulbagarden.net/wiki/Graveler_(Pok%C3%A9mon),55,95,115,35,45,45,390
76,Golem,https://bulbapedia.bulbagarden.net/wiki/Golem_(Pok%C3%A9mon),80,120,130,45,55,65,495
77,Ponyta,https://bulbapedia.bulbagarden.net/wiki/Ponyta_(Pok%C3%A9mon),50,85,55,90,65,65,410
78,Rapidash,https://bulbapedia.bulbagarden.net/wiki/Rapidash_(Pok%C3%A9mon),65,100,70,105,80,80,500
79,Slowpoke,https://bulbapedia.bulbagarden.net/wiki/Slowpoke_(Pok%C3%A9mon),90,65,65,15,40,40,315
80,Slowbro,https://bulbapedia.bulbagarden.net/wiki/Slowbro_(Pok%C3%A9mon),95,75,110,30,100,80,490
81,Magnemite,https://bulbapedia.bulbagarden.net/wiki/Magnemite_(Pok%C3%A9mon),25,35,70,45,95,55,325
82,Magneton,https://bulbapedia.bulbagarden.net/wiki/Magneton_(Pok%C3%A9mon),50,60,95,70,120,70,465
83,Farfetch'd,https://bulbapedia.bulbagarden.net/wiki/Farfetch%27d_(Pok%C3%A9mon),52,90,55,60,58,62,377
84,Doduo,https://bulbapedia.bulbagarden.net/wiki/Doduo_(Pok%C3%A9mon),35,85,45,75,35,35,310
85,Dodrio,https://bulbapedia.bulbagarden.net/wiki/Dodrio_(Pok%C3%A9mon),60,110,70,110,60,60,470
86,Seel,https://bulbapedia.bulbagarden.net/wiki/Seel_(Pok%C3%A9mon),65,45,55,45,45,70,325
87,Dewgong,https://bulbapedia.bulbagarden.net/wiki/Dewgong_(Pok%C3%A9mon),90,70,80,70,70,95,475
88,Grimer,https://bulbapedia.bulbagarden.net/wiki/Grimer_(Pok%C3%A9mon),80,80,50,25,40,50,325
89,Muk,https://bulbapedia.bulbagarden.net/wiki/Muk_(Pok%C3%A9mon),105,105,75,50,65,100,500
90,Shellder,https://bulbapedia.bulbagarden.net/wiki/Shellder_(Pok%C3%A9mon),30,65,100,40,45,25,305
91,Cloyster,https://bulbapedia.bulbagarden.net/wiki/Cloyster_(Pok%C3%A9mon),50,95,180,70,85,45,525
92,Gastly,https://bulbapedia.bulbagarden.net/wiki/Gastly_(Pok%C3%A9mon),30,35,30,80,100,35,310
93,Haunter,https://bulbapedia.bulbagarden.net/wiki/Haunter_(Pok%C3%A9mon),45,50,45,95,115,55,405
94,Gengar,https://bulbapedia.bulbagarden.net/wiki/Gengar_(Pok%C3%A9mon),60,65,60,110,130,75,500
95,Onix,https://bulbapedia.bulbagarden.net/wiki/Onix_(Pok%C3%A9mon),35,45,160,70,30,45,385
96,Drowzee,https://bulbapedia.bulbagarden.net/wiki/Drowzee_(Pok%C3%A9mon),60,48,45,42,43,90,328
97,Hypno,https://bulbapedia.bulbagarden.net/wiki/Hypno_(Pok%C3%A9mon),85,73,70,67,73,115,483
98,Krabby,https://bulbapedia.bulbagarden.net/wiki/Krabby_(Pok%C3%A9mon),30,105,90,50,25,25,325
99,Kingler,https://bulbapedia.bulbagarden.net/wiki/Kingler_(Pok%C3%A9mon),55,130,115,75,50,50,475
100,Voltorb,https://bulbapedia.bulbagarden.net/wiki/Voltorb_(Pok%C3%A9mon),40,30,50,100,55,55,330
101,Electrode,https://bulbapedia.bulbagarden.net/wiki/Electrode_(Pok%C3%A9mon),60,50,70,150,80,80,490
102,Exeggcute,https://bulbapedia.bulbagarden.net/wiki/Exeggcute_(Pok%C3%A9mon),60,40,80,40,60,45,325
103,Exeggutor,https://bulbapedia.bulbagarden.net/wiki/Exeggutor_(Pok%C3%A9mon),95,95,85,55,125,75,530
104,Cubone,https://bulbapedia.bulbagarden.net/wiki/Cubone_(Pok%C3%A9mon),50,50,95,35,40,50,320
105,Marowak,https://bulbapedia.bulbagarden.net/wiki/Marowak_(Pok%C3%A9mon),60,80,110,45,50,80,425
106,Hitmonlee,https://bulbapedia.bulbagarden.net/wiki/Hitmonlee_(Pok%C3%A9mon),50,120,53,87,35,110,455
107,Hitmonchan,https://bulbapedia.bulbagarden.net/wiki/Hitmonchan_(Pok%C3%A9mon),50,105,79,76,35,110,455
108,Lickitung,https://bulbapedia.bulbagarden.net/wiki/Lickitung_(Pok%C3%A9mon),90,55,75,30,60,75,385
109,Koffing,https://bulbapedia.bulbagarden.net/wiki/Koffing_(Pok%C3%A9mon),40,65,95,35,60,45,340
110,Weezing,https://bulbapedia.bulbagarden.net/wiki/Weezing_(Pok%C3%A9mon),65,90,120,60,85,70,490
111,Rhyhorn,https://bulbapedia.bulbagarden.net/wiki/Rhyhorn_(Pok%C3%A9mon),80,85,95,25,30,30,345
112,Rhydon,https://bulbapedia.bulbagarden.net/wiki/Rhydon_(Pok%C3%A9mon),105,130,120,40,45,45,485
113,Chansey,https://bulbapedia.bulbagarden.net/wiki/Chansey_(Pok%C3%A9mon),250,5,5,50,35,105,450
114,Tangela,https://bulbapedia.bulbagarden.net/wiki/Tangela_(Pok%C3%A9mon),65,55,115,60,100,40,435
115,Kangaskhan,https://bulbapedia.bulbagarden.net/wiki/Kangaskhan_(Pok%C3%A9mon),105,95,80,90,40,80,490
116,Horsea,https://bulbapedia.bulbagarden.net/wiki/Horsea_(Pok%C3%A9mon),30,40,70,60,70,25,295
117,Seadra,https://bulbapedia.bulbagarden.net/wiki/Seadra_(Pok%C3%A9mon),55,65,95,85,95,45,440
118,Goldeen,https://bulbapedia.bulbagarden.net/wiki/Goldeen_(Pok%C3%A9mon),45,67,60,63,35,50,320
119,Seaking,https://bulbapedia.bulbagarden.net/wiki/Seaking_(Pok%C3%A9mon),80,92,65,68,65,80,450
120,Staryu,https://bulbapedia.bulbagarden.net/wiki/Staryu_(Pok%C3%A9mon),30,45,55,85,70,55,340
121,Starmie,https://bulbapedia.bulbagarden.net/wiki/Starmie_(Pok%C3%A9mon),60,75,85,115,100,85,520
122,Mr. Mime,https://bulbapedia.bulbagarden.net/wiki/Mr._Mime_(Pok%C3%A9mon),40,45,65,90,100,120,460
123,Scyther,https://bulbapedia.bulbagarden.net/wiki/Scyther_(Pok%C3%A9mon),70,110,80,105,55,80,500
124,Jynx,https://bulbapedia.bulbagarden.net/wiki/Jynx_(Pok%C3%A9mon),65,50,35,95,115,95,455
125,Electabuzz,https://bulbapedia.bulbagarden.net/wiki/Electabuzz_(Pok%C3%A9mon),65,83,57,105,95,85,490
126,Magmar,https://bulbapedia.bulbagarden.net/wiki/Magmar_(Pok%C3%A9mon),65,95,57,93,100,85,495
127,Pinsir,https://bulbapedia.bulbagarden.net/wiki/Pinsir_(Pok%C3%A9mon),65,125,100,85,55,70,500
128,Tauros,https://bulbapedia.bulbagarden.net/wiki/Tauros_(Pok%C3%A9mon),75,100,95,110,40,70,490
129,Magikarp,https://bulbapedia.bulbagarden.net/wiki/Magikarp_(Pok%C3%A9mon),20,10,55,80,15,20,200
130,Gyarados,https://bulbapedia.bulbagarden.net/wiki/Gyarados_(Pok%C3%A9mon),95,125,79,81,60,100,540
131,Lapras,https://bulbapedia.bulbagarden.net/wiki/Lapras_(Pok%C3%A9mon),130,85,80,60,85,95,535
132,Ditto,https://bulbapedia.bulbagarden.net/wiki/Ditto_(Pok%C3%A9mon),48,48,48,48,48,48,288
133,Eevee,https://bulbapedia.bulbagarden.net/wiki/Eevee_(Pok%C3%A9mon),55,55,50,55,45,65,325
134,Vaporeon,https://bulbapedia.bulbagarden.net/wiki/Vaporeon_(Pok%C3%A9mon),130,65,60,65,110,95,525
135,Jolteon,https://bulbapedia.bulbagarden.net/wiki/Jolteon_(Pok%C3%A9mon),65,65,60,130,110,95,525
136,Flareon,https://bulbapedia.bulbagarden.net/wiki/Flareon_(Pok%C3%A9mon),65,130,60,65,95,110,525
137,Porygon,https://bulbapedia.bulbagarden.net/wiki/Porygon_(Pok%C3%A9mon),65,60,70,40,85,75,395
138,Omanyte,https://bulbapedia.bulbagarden.net/wiki/Omanyte_(Pok%C3%A9mon),35,40,100,35,90,55,355
139,Omastar,https://bulbapedia.bulbagarden.net/wiki/Omastar_(Pok%C3%A9mon),70,60,125,55,115,70,495
140,Kabuto,https://bulbapedia.bulbagarden.net/wiki/Kabuto_(Pok%C3%A9mon),30,80,90,55,55,45,355
141,Kabutops,https://bulbapedia.bulbagarden.net/wiki/Kabutops_(Pok%C3%A9mon),60,115,105,80,65,70,495
142,Aerodactyl,https://bulbapedia.bulbagarden.net/wiki/Aerodactyl_(Pok%C3%A9mon),80,105,65,130,60,75,515
143,Snorlax,https://bulbapedia.bulbagarden.net/wiki/Snorlax_(Pok%C3%A9mon),160,110,65,30,65,110,540
144,Articuno,https://bulbapedia.bulbagarden.net/wiki/Articuno_(Pok%C3%A9mon),90,85,100,85,95,125,580
145,Zapdos,https://bulbapedia.bulbagarden.net/wiki/Zapdos_(Pok%C3%A9mon),90,90,85,100,125,90,580
146,Moltres,https://bulbapedia.bulbagarden.net/wiki/Moltres_(Pok%C3%A9mon),90,100,90,90,125,85,580
147,Dratini,https://bulbapedia.bulbagarden.net/wiki/Dratini_(Pok%C3%A9mon),41,64,45,50,50,50,300
148,Dragonair,https://bulbapedia.bulbagarden.net/wiki/Dragonair_(Pok%C3%A9mon),61,84,65,70,70,70,420
149,Dragonite,https://bulbapedia.bulbagarden.net/wiki/Dragonite_(Pok%C3%A9mon),91,134,95,80,100,100,600
150,Mewtwo,https://bulbapedia.bulbagarden.net/wiki/Mewtwo_(Pok%C3%A9mon),106,110,90,130,154,90,680
151,Mew,https://bulbapedia.bulbagarden.net/wiki/Mew_(Pok%C3%A9mon),100,100,100,100,100,100,600
152,Chikorita,https://bulbapedia.bulbagarden.net/wiki/Chikorita_(Pok%C3%A9mon),45,49,65,45,49,65,318
153,Bayleef,https://bulbapedia.bulbagarden.net/wiki/Bayleef_(Pok%C3%A9mon),60,62,80,60,63,80,405
154,Meganium,https://bulbapedia.bulbagarden.net/wiki/Meganium_(Pok%C3%A9mon),80,82,100,80,83,100,525
155,Cyndaquil,https://bulbapedia.bulbagarden.net/wiki/Cyndaquil_(Pok%C3%A9mon),39,52,43,65,60,50,309
156,Quilava,https://bulbapedia.bulbagarden.net/wiki/Quilava_(Pok%C3%A9mon),58,64,58,80,80,65,405
157,Typhlosion,https://bulbapedia.bulbagarden.net/wiki/Typhlosion_(Pok%C3%A9mon),78,84,78,100,109,85,534
158,Totodile,https://bulbapedia.bulbagarden.net/wiki/Totodile_(Pok%C3%A9mon),50,65,64,43,44,48,314
159,Croconaw,https://bulbapedia.bulbagarden.net/wiki/Croconaw_(Pok%C3%A9mon),65,80,80,58,59,63,405
160,Feraligatr,https://bulbapedia.bulbagarden.net/wiki/Feraligatr_(Pok%C3%A9mon),85,105,100,78,79,83,530
161,Sentret,https://bulbapedia.bulbagarden.net/wiki/Sentret_(Pok%C3%A9mon),35,46,34,20,35,45,215
162,Furret,https://bulbapedia.bulbagarden.net/wiki/Furret_(Pok%C3%A9mon),85,76,64,90,45,55,415
163,Hoothoot,https://bulbapedia.bulbagarden.net/wiki/Hoothoot_(Pok%C3%A9mon),60,30,30,50,36,56,262
164,Noctowl,https://bulbapedia.bulbagarden.net/wiki/Noctowl_(Pok%C3%A9mon),100,50,50,70,86,96,452
165,Ledyba,https://bulbapedia.bulbagarden.net/wiki/Ledyba_(Pok%C3%A9mon),40,20,30,55,40,80,265
166,Ledian,https://bulbapedia.bulbagarden.net/wiki/Ledian_(Pok%C3%A9mon),55,35,50,85,55,110,390
167,Spinarak,https://bulbapedia.bulbagarden.net/wiki/Spinarak_(Pok%C3%A9mon),40,60,40,30,40,40,250
168,Ariados,https://bulbapedia.bulbagarden.net/wiki/Ariados_(Pok%C3%A9mon),70,90,70,40,60,70,400
169,Crobat,https://bulbapedia.bulbagarden.net/wiki/Crobat_(Pok%C3%A9mon),85,90,80,130,70,80,535
170,Chinchou,https://bulbapedia.bulbagarden.net/wiki/Chinchou_(Pok%C3%A9mon),75,38,38,67,56,56,330
171,Lanturn,https://bulbapedia.bulbagarden.net/wiki/Lanturn_(Pok%C3%A9mon),125,58,58,67,76,76,460
172,Pichu,https://bulbapedia.bulbagarden.net/wiki/Pichu_(Pok%C3%A9mon),20,40,15,60,35,35,205
173,Cleffa,https://bulbapedia.bulbagarden.net/wiki/Cleffa_(Pok%C3%A9mon),50,25,28,15,45,55,218
174,Igglybuff,https://bulbapedia.bulbagarden.net/wiki/Igglybuff_(Pok%C3%A9mon),90,30,15,15,40,20,210
175,Togepi,https://bulbapedia.bulbagarden.net/wiki/Togepi_(Pok%C3%A9mon),35,20,65,20,40,65,245
176,Togetic,https://bulbapedia.bulbagarden.net/wiki/Togetic_(Pok%C3%A9mon),55,40,85,40,80,105,405
177,Natu,https://bulbapedia.bulbagarden.net/wiki/Natu_(Pok%C3%A9mon),40,50,45,70,70,45,320
178,Xatu,https://bulbapedia.bulbagarden.net/wiki/Xatu_(Pok%C3%A9mon),65,75,70,95,95,70,470
179,Mareep,https://bulbapedia.bulbagarden.net/wiki/Mareep_(Pok%C3%A9mon),55,40,40,35,65,45,280
180,Flaaffy,https://bulbapedia.bulbagarden.net/wiki/Flaaffy_(Pok%C3%A9mon),70,55,55,45,80,60,365
181,Ampharos,https://bulbapedia.bulbagarden.net/wiki/Ampharos_(Pok%C3%A9mon),90,75,85,55,115,90,510
182,Bellossom,https://bulbapedia.bulbagarden.net/wiki/Bellossom_(Pok%C3%A9mon),75,80,95,50,90,100,490
183,Marill,https://bulbapedia.bulbagarden.net/wiki/Marill_(Pok%C3%A9mon),70,20,50,40,20,50,250
184,Azumarill,https://bulbapedia.bulbagarden.net/wiki/Azumarill_(Pok%C3%A9mon),100,50,80,50,60,80,420
185,Sudowoodo,https://bulbapedia.bulbagarden.net/wiki/Sudowoodo_(Pok%C3%A9mon),70,100,115,30,30,65,410
186,Politoed,https://bulbapedia.bulbagarden.net/wiki/Politoed_(Pok%C3%A9mon),90,75,75,70,90,100,500
187,Hoppip,https://bulbapedia.bulbagarden.net/wiki/Hoppip_(Pok%C3%A9mon),35,35,40,50,35,55,250
188,Skiploom,https://bulbapedia.bulbagarden.net/wiki/Skiploom_(Pok%C3%A9mon),55,45,50,80,45,65,340
189,Jumpluff,https://bulbapedia.bulbagarden.net/wiki/Jumpluff_(Pok%C3%A9mon),75,55,70,110,55,95,460
190,Aipom,https://bulbapedia.bulbagarden.net/wiki/Aipom_(Pok%C3%A9mon),55,70,55,85,40,55,360
191,Sunkern,https://bulbapedia.bulbagarden.net/wiki/Sunkern_(Pok%C3%A9mon),30,30,30,30,30,30,180
192,Sunflora,https://bulbapedia.bulbagarden.net/wiki/Sunflora_(Pok%C3%A9mon),75,75,55,30,105,85,425
193,Yanma,https://bulbapedia.bulbagarden.net/wiki/Yanma_(Pok%C3%A9mon),65,65,45,95,75,45,390
194,Wooper,https://bulbapedia.bulbagarden.net/wiki/Wooper_(Pok%C3%A9mon),55,45,45,15,25,25,210
195,Quagsire,https://bulbapedia.bulbagarden.net/wiki/Quagsire_(Pok%C3%A9mon),95,85,85,35,65,65,430
196,Espeon,https://bulbapedia.bulbagarden.net/wiki/Espeon_(Pok%C3%A9mon),65,65,60,110,130,95,525
197,Umbreon,https://bulbapedia.bulbagarden.net/wiki/Umbreon_(Pok%C3%A9mon),95,65,110,65,60,130,525
198,Murkrow,https://bulbapedia.bulbagarden.net/wiki/Murkrow_(Pok%C3%A9mon),60,85,42,91,85,42,405
199,Slowking,https://bulbapedia.bulbagarden.net/wiki/Slowking_(Pok%C3%A9mon),95,75,80,30,100,110,490
200,Misdreavus,https://bulbapedia.bulbagarden.net/wiki/Misdreavus_(Pok%C3%A9mon),60,60,60,85,85,85,435
201,Unown,https://bulbapedia.bulbagarden.net/wiki/Unown_(Pok%C3%A9mon),48,72,48,48,72,48,336
202,Wobbuffet,https://bulbapedia.bulbagarden.net/wiki/Wobbuffet_(Pok%C3%A9mon),190,33,58,33,33,58,405
203,Girafarig,https://bulbapedia.bulbagarden.net/wiki/Girafarig_(Pok%C3%A9mon),70,80,65,85,90,65,455
204,Pineco,https://bulbapedia.bulbagarden.net/wiki/Pineco_(Pok%C3%A9mon),50,65,90,15,35,35,290
205,Forretress,https://bulbapedia.bulbagarden.net/wiki/Forretress_(Pok%C3%A9mon),75,90,140,40,60,60,465
206,Dunsparce,https://bulbapedia.bulbagarden.net/wiki/Dunsparce_(Pok%C3%A9mon),100,70,70,45,65,65,415
207,Gligar,https://bulbapedia.bulbagarden.net/wiki/Gligar_(Pok%C3%A9mon),65,75,105,85,35,65,430
208,Steelix,https://bulbapedia.bulbagarden.net/wiki/Steelix_(Pok%C3%A9mon),75,85,200,30,55,65,510
209,Snubbull,https://bulbapedia.bulbagarden.net/wiki/Snubbull_(Pok%C3%A9mon),60,80,50,30,40,40,300
210,Granbull,https://bulbapedia.bulbagarden.net/wiki/Granbull_(Pok%C3%A9mon),90,120,75,45,60,60,450
211,Qwilfish,https://bulbapedia.bulbagarden.net/wiki/Qwilfish_(Pok%C3%A9mon),65,95,85,85,55,55,440
212,Scizor,https://bulbapedia.bulbagarden.net/wiki/Scizor_(Pok%C3%A9mon),70,130,100,65,55,80,500
213,Shuckle,https://bulbapedia.bulbagarden.net/wiki/Shuckle_(Pok%C3%A9mon),20,10,230,5,10,230,505
214,Heracross,https://bulbapedia.bulbagarden.net/wiki/Heracross_(Pok%C3%A9mon),80,125,75,85,40,95,500
215,Sneasel,https://bulbapedia.bulbagarden.net/wiki/Sneasel_(Pok%C3%A9mon),55,95,55,115,35,75,430
216,Teddiursa,https://bulbapedia.bulbagarden.net/wiki/Teddiursa_(Pok%C3%A9mon),60,80,50,40,50,50,330
217,Ursaring,https://bulbapedia.bulbagarden.net/wiki/Ursaring_(Pok%C3%A9mon),90,130,75,55,75,75,500
218,Slugma,https://bulbapedia.bulbagarden.net/wiki/Slugma_(Pok%C3%A9mon),40,40,40,20,70,40,250
219,Magcargo,https://bulbapedia.bulbagarden.net/wiki/Magcargo_(Pok%C3%A9mon),60,50,120,30,90,80,430
220,Swinub,https://bulbapedia.bulbagarden.net/wiki/Swinub_(Pok%C3%A9mon),50,50,40,50,30,30,250
221,Piloswine,https://bulbapedia.bulbagarden.net/wiki/Piloswine_(Pok%C3%A9mon),100,100,80,50,60,60,450
222,Corsola,https://bulbapedia.bulbagarden.net/wiki/Corsola_(Pok%C3%A9mon),65,55,95,35,65,95,410
